Customer_ID,Customer_Name,Birth_Date,Marital_Status,Annual_Income,Total_Children,Education_Level,Occupation,Home_Owner
BB4326,Kamal Kant Chouhan,09-11-1972,M," ? 25,23,077.00 ",1,Graduate Degree,Skilled Manual,Y
BB4327,Aabid Khan,19-02-1972,S," ? 15,22,623.00 ",0,Graduate Degree,Professional,Y
BB4328,Shahid Ahmad,12-07-1972,S," ? 18,77,267.00 ",0,Graduate Degree,Professional,Y
BB4329,Adhish Kumar,23-10-1944,S," ? 14,13,567.00 ",0,Bachelors,Management,Y
BB4330,Devinder Singh,23-11-1944,M," ? 18,48,896.00 ",5,Bachelors,Management,Y
BB4331,Madan Kumar,19-10-1945,S," ? 28,10,598.00 ",0,Bachelors,Management,Y
BB4332,Laka Ram,19-09-1945,M," ? 13,19,696.00 ",4,Bachelors,Management,Y
BB4333,Mangla Ram,25-04-1945,M," ? 20,76,567.00 ",4,Bachelors,Management,Y
BB4334,Gopal Kumhar,11-04-1945,M," ? 10,17,291.00 ",4,Bachelors,Management,Y
BB4335,Piyush Singh,02-08-1945,M," ? 22,22,843.00 ",4,Bachelors,Management,Y
BB4336,Ashok Kumar Dalal,18-11-1945,M," ? 11,34,014.00 ",4,Bachelors,Management,Y
BB4337,Ganga Bhagat,21-07-1945,M," ? 14,91,837.00 ",4,Bachelors,Management,Y
BB4338,Sunil Sharma,15-07-1945,M," ? 11,96,321.00 ",4,Bachelors,Management,Y
BB4339,Ranjit Kumar Chopra,28-10-1946,M," ? 22,58,169.00 ",4,Bachelors,Management,Y
BB4340,Vinod Deepak,05-08-1946,S," ? 11,34,163.00 ",0,Bachelors,Management,Y
BB4341,Anil Chadda,17-10-1946,M," ? 20,83,192.00 ",4,Bachelors,Management,N
BB4342,Jaideep Monu,11-10-1947,M," ? 18,98,539.00 ",5,Bachelors,Management,Y
BB4343,Abdul Hamidpammi,20-05-1947,M," ? 3,10,246.00 ",5,Bachelors,Management,Y
BB4344,Raj Kishor,21-09-1947,M," ? 22,48,135.00 ",2,Bachelors,Management,Y
BB4345,Ramdas Mahadw Kamble,04-01-1947,M," ? 4,91,704.00 ",4,Bachelors,Management,N
BB4346,Ajay Sonu,19-04-1947,M," ? 13,93,457.00 ",4,Bachelors,Management,Y
BB4347,Rupen Raj Pahwa,04-05-1947,M," ? 9,03,852.00 ",5,Bachelors,Management,Y
BB4348,Ravinder Tyagi,10-08-1947,M," ? 31,36,488.00 ",5,Bachelors,Management,Y
BB4349,Mohan Sharma,23-03-1948,M," ? 28,53,761.00 ",2,High School,Professional,Y
BB4350,Mohd Zakir,21-05-1948,M," ? 25,84,376.00 ",2,High School,Professional,N
BB4351,Raju Verma,20-05-1948,M," ? 34,95,470.00 ",2,Partial College,Professional,Y
BB4352,Dharmender Singh Rawat,16-12-1948,S," ? 17,43,042.00 ",0,Bachelors,Management,Y
BB4353,Yaksh Panchal,22-11-1948,M," ? 26,56,568.00 ",4,Bachelors,Management,Y
BB4354,Saurabh Peeru,19-10-1948,S," ? 11,34,938.00 ",0,Bachelors,Management,Y
BB4355,Vikash Tomar,25-08-1949,S," ? 11,62,670.00 ",0,Partial College,Professional,N
BB4356,Krishna Jha,26-08-1949,M," ? 22,51,707.00 ",2,Partial College,Professional,Y
BB4357,Nitish Bhardwaj,08-04-1949,M," ? 10,35,169.00 ",2,Partial College,Professional,Y
BB4358,Kallu Rameshwar,05-11-1949,M," ? 28,85,456.00 ",2,Bachelors,Management,Y
BB4359,Rajjit Kumar,04-05-1950,S," ? 26,53,981.00 ",0,Partial High School,Skilled Manual,Y
BB4360,Brahmanand Sharma,03-02-1950,S," ? 22,89,205.00 ",0,Partial College,Professional,Y
BB4361,Jot Ram,21-09-1950,M," ? 11,30,537.00 ",2,Partial College,Professional,Y
BB4362,Satyanarayan Harijan,28-05-1950,M," ? 23,72,147.00 ",2,Partial College,Professional,Y
BB4363,Ganga Singh,01-07-1950,M," ? 26,08,878.00 ",2,Partial College,Professional,Y
BB4364,Santosh Kumar Sukala,01-07-1950,M," ? 4,21,132.00 ",2,Partial College,Professional,Y
BB4365,Firtu Lal,07-05-1951,M," ? 30,55,931.00 ",2,Partial High School,Skilled Manual,Y
BB4366,Surender Pal,12-11-1951,M," ? 33,49,885.00 ",2,Partial College,Professional,Y
BB4367,Vikash Seni,21-04-1951,M," ? 16,94,820.00 ",2,Partial College,Professional,Y
BB4368,Badri Meena,07-09-1951,M," ? 33,34,591.00 ",2,Partial College,Professional,Y
BB4369,Inder Singh Bist,08-03-1951,M," ? 15,09,073.00 ",4,Partial College,Professional,Y
BB4370,Dharam Dass,16-05-1951,M," ? 25,79,385.00 ",4,Partial College,Professional,N
BB4371,Ghan Shyam Rajesh,14-03-1951,S," ? 18,75,228.00 ",0,Partial College,Professional,Y
BB4372,Angad Kumar,27-06-1952,M," ? 27,06,683.00 ",3,High School,Professional,Y
BB4373,Shamsher Ali Raja,19-11-1952,S," ? 6,00,763.00 ",0,Partial College,Professional,Y
BB4374,Mukesh Mewara,10-11-1952,M," ? 24,47,683.00 ",4,Partial College,Professional,Y
BB4375,Sanjey Kumar,02-09-1952,M," ? 5,72,246.00 ",4,Partial College,Professional,N
BB4376,Manish Chouhan,20-07-1958,S," ? 25,14,135.00 ",0,Bachelors,Management,N
BB4377,Raju Alias Rajaram,03-07-1958,S," ? 10,95,273.00 ",0,Partial College,Professional,N
BB4378,Ezaz Ahmed,07-02-1957,M," ? 26,45,349.00 ",3,Bachelors,Management,Y
BB4379,Kuldeep Bholi,18-01-1956,M," ? 18,26,054.00 ",2,Partial College,Professional,Y
BB4380,Faisal Malik,19-04-1955,M," ? 5,59,799.00 ",3,Partial High School,Professional,Y
BB4381,Manoj Kaushik,22-10-1955,M," ? 33,26,421.00 ",2,Partial High School,Professional,Y
BB4382,Feru Singh,25-03-1932,S," ? 31,68,188.00 ",0,Graduate Degree,Management,Y
BB4383,Zishan Khan,07-04-1933,M," ? 21,93,825.00 ",4,Graduate Degree,Management,Y
BB4384,Rajputra Sudhakar Singh,22-06-1933,M," ? 19,70,456.00 ",1,Graduate Degree,Management,Y
BB4385,Suraj Panday,18-05-1933,S," ? 22,74,039.00 ",0,Graduate Degree,Management,N
BB4386,Md Saeed,06-12-1965,M," ? 7,09,677.00 ",4,Partial College,Professional,Y
BB4387,Ramesh Rakesh,26-02-1965,M," ? 27,29,518.00 ",4,Partial College,Professional,Y
BB4388,Vivek Mishra,21-02-1965,S," ? 5,88,462.00 ",0,Partial College,Professional,Y
BB4389,Shiv Kant Paswan,24-10-1965,M," ? 9,48,242.00 ",3,Bachelors,Management,Y
BB4390,Dharma Ram,22-12-1965,M," ? 19,76,088.00 ",1,Graduate Degree,Management,Y
BB4391,Shivam Kosik,05-01-1964,S," ? 21,94,412.00 ",0,Partial College,Professional,N
BB4392,Rajnish Kumar,08-02-1964,M," ? 28,86,063.00 ",3,Bachelors,Management,Y
BB4393,Raman Dixit,21-02-1956,M," ? 33,18,982.00 ",3,Partial College,Professional,Y
BB4394,Sidhart Shukla,03-07-1956,M," ? 8,61,245.00 ",4,Partial College,Professional,N
BB4395,Noor Islam,04-03-1956,M," ? 23,27,522.00 ",3,Partial College,Professional,N
BB4396,Raja Kumar Thakur,19-07-1956,M," ? 16,56,097.00 ",3,Partial College,Professional,N
BB4397,Veer Bhan,19-04-1934,M," ? 6,11,451.00 ",2,Graduate Degree,Management,Y
BB4398,Hamid Ahmed,12-10-1934,M," ? 18,27,439.00 ",4,Graduate Degree,Management,Y
BB4399,Shrotam Sam Gosh,15-09-1934,S," ? 21,38,656.00 ",0,Graduate Degree,Management,Y
BB4400,Shekhar Chand Makkhan,06-05-1963,S," ? 17,95,638.00 ",0,Partial College,Professional,N
BB4401,Shubham Meghwal,05-07-1963,S," ? 3,86,559.00 ",0,Partial College,Professional,Y
BB4402,Harimohan Sharma,06-03-1963,M," ? 33,86,611.00 ",4,Partial College,Professional,Y
BB4403,Zuhaib Nasim,23-11-1963,M," ? 25,32,360.00 ",3,Bachelors,Management,Y
BB4404,Saurabh Rana,08-10-1962,M," ? 5,36,060.00 ",1,Partial College,Professional,Y
BB4405,Pankaj Sharma,10-05-1962,M," ? 11,37,799.00 ",1,Partial College,Professional,Y
BB4406,Anuj Jain,11-05-1962,M," ? 18,39,393.00 ",1,Bachelors,Management,Y
BB4407,Chakra Bahadur,28-10-1962,M," ? 15,14,423.00 ",1,Bachelors,Management,Y
BB4408,Hari Shankar Pandey,23-02-1961,M," ? 6,28,240.00 ",5,Partial College,Professional,Y
BB4409,Nej Bahadur Thapa,14-06-1961,M," ? 34,67,432.00 ",4,High School,Professional,Y
BB4410,Mohit Bhatia,08-03-1961,S," ? 5,51,556.00 ",0,High School,Professional,N
BB4411,Suhel Nanu,13-02-1961,M," ? 11,84,781.00 ",1,Partial College,Professional,Y
BB4412,Chander Aggarwal,19-01-1961,M," ? 13,78,851.00 ",1,Bachelors,Management,Y
BB4413,Udesh Jha,06-09-1961,S," ? 24,18,158.00 ",0,Bachelors,Management,N
BB4414,Bhiva Ram,04-05-1955,M," ? 3,77,940.00 ",2,High School,Professional,N
BB4415,Rabpreet Singh,20-03-1955,M," ? 18,47,532.00 ",2,High School,Professional,N
BB4416,Sanjeev Ray,19-08-1954,S," ? 20,50,539.00 ",0,Partial High School,Skilled Manual,N
BB4417,Sachin Kumar Gupta,02-10-1935,M," ? 4,52,162.00 ",2,Graduate Degree,Management,Y
BB4418,Raj Tilak,06-04-1936,M," ? 19,67,757.00 ",4,Bachelors,Management,Y
BB4419,Gaurav Singh Monu,17-10-1960,S," ? 4,96,818.00 ",0,Partial College,Professional,Y
BB4420,Hoti Lal,02-11-1960,M," ? 7,03,260.00 ",3,Partial College,Professional,Y
BB4421,Mahesh Chand Gupta,13-10-1960,M," ? 13,06,984.00 ",1,Partial College,Professional,Y
BB4422,Mukul Kumar,01-08-1954,S," ? 17,45,875.00 ",0,Partial High School,Skilled Manual,Y
BB4423,Mukhtar Ahamed,19-09-1954,M," ? 28,45,254.00 ",2,Partial High School,Skilled Manual,N
BB4424,Jamna Lal,16-08-1954,S," ? 15,27,110.00 ",0,Partial High School,Skilled Manual,Y
BB4425,Vivek Gupta,16-08-1954,M," ? 25,93,596.00 ",2,Partial High School,Skilled Manual,N
BB4426,Keshav Mattur,06-09-1954,M," ? 21,60,050.00 ",2,Partial High School,Skilled Manual,N
BB4427,Raman Kumar,03-05-1954,S," ? 3,11,324.00 ",0,High School,Professional,Y
BB4428,Sanjay Kewat,24-03-1953,M," ? 3,00,754.00 ",3,Graduate Degree,Management,Y
BB4429,Sanjeev Tirpathi,26-05-1953,S," ? 32,51,413.00 ",0,Graduate Degree,Management,Y
BB4430,Bhupendar Singh,06-09-1953,S," ? 34,42,000.00 ",0,Graduate Degree,Management,Y
BB4431,Sonu Deshraj,26-10-1953,S," ? 29,86,639.00 ",0,Graduate Degree,Management,Y
BB4432,Ramvihar Chorsiya,03-08-1952,M," ? 12,49,799.00 ",3,Partial College,Professional,N
BB4433,Daya Nand Toni,22-06-1952,M," ? 28,20,020.00 ",3,Partial College,Professional,N
BB4434,Sekha Nur Mohmad,07-11-1937,S," ? 20,92,598.00 ",0,Graduate Degree,Management,Y
BB4435,Toni Daya Nanad,14-06-1937,M," ? 6,83,857.00 ",2,Graduate Degree,Management,Y
BB4436,Arham Hussain,04-09-1937,M," ? 3,93,606.00 ",2,Bachelors,Management,Y
BB4437,Umar Farukh,03-09-1939,M," ? 9,00,695.00 ",2,Graduate Degree,Management,Y
BB4438,Vikash Kumar Keshari,14-05-1939,M," ? 12,60,893.00 ",2,Graduate Degree,Management,N
BB4439,Dhan Singh Deepak,19-02-1940,M," ? 13,71,162.00 ",2,Graduate Degree,Management,Y
BB4440,Mangal Bind,05-06-1941,S," ? 33,34,230.00 ",0,Graduate Degree,Management,Y
BB4441,Mahveer Singh,05-10-1968,S," ? 23,72,904.00 ",0,Bachelors,Management,N
BB4442,Abhishek Seervi,17-01-1968,S," ? 18,83,069.00 ",0,Bachelors,Management,Y
BB4443,Amrik Singh,02-10-1968,M," ? 13,76,926.00 ",2,Bachelors,Management,Y
BB4444,Suresh Kumar Shashi,03-03-1968,S," ? 24,48,087.00 ",0,Bachelors,Management,N
BB4445,Karamvir Naagar,10-07-1979,M," ? 6,64,065.00 ",0,High School,Skilled Manual,Y
BB4446,Samadhan More,26-04-1979,S," ? 12,48,677.00 ",0,High School,Skilled Manual,N
BB4447,Parathvi Raj,12-06-1979,S," ? 24,53,688.00 ",0,Partial College,Skilled Manual,N
BB4448,Anil Bhayana,25-09-1944,M," ? 8,31,381.00 ",5,High School,Skilled Manual,N
BB4449,Naman Jain,17-02-1944,S," ? 26,61,009.00 ",0,High School,Skilled Manual,Y
BB4450,Raghu Sahu,18-11-1979,S," ? 7,73,100.00 ",0,Partial College,Skilled Manual,N
BB4451,Vidhi Singh,01-05-1979,M," ? 27,42,661.00 ",0,Partial College,Skilled Manual,Y
BB4452,Noor Ahmad,19-04-1979,M," ? 13,41,508.00 ",0,Partial College,Skilled Manual,N
BB4453,Suresh Durg,09-06-1978,M," ? 32,24,990.00 ",0,Partial College,Skilled Manual,Y
BB4454,Manohar Mannu,17-03-1978,M," ? 24,40,943.00 ",0,Partial College,Skilled Manual,Y
BB4455,Mahesh Balwani,18-08-1978,S," ? 7,43,341.00 ",0,Partial College,Skilled Manual,Y
BB4456,Anil Jatav,18-08-1978,S," ? 16,19,545.00 ",0,Partial College,Skilled Manual,N
BB4457,Gaurav Tyagi,19-01-1945,M," ? 9,17,306.00 ",4,High School,Skilled Manual,N
BB4458,Diwan Chand,12-10-1946,S," ? 5,46,949.00 ",0,Partial College,Clerical,Y
BB4459,Gorav Tyagi,20-09-1946,S," ? 19,98,012.00 ",0,Partial College,Clerical,Y
BB4460,Surya Kumar Saini,22-06-1947,M," ? 9,00,385.00 ",4,High School,Skilled Manual,Y
BB4461,Mo- Anjum,11-03-1947,M," ? 20,28,609.00 ",2,Partial College,Clerical,N
BB4462,Lalu Ram,15-01-1948,M," ? 26,28,734.00 ",2,Partial High School,Clerical,Y
BB4463,Vrendra Singh,23-03-1974,M," ? 25,47,666.00 ",0,Graduate Degree,Manual,Y
BB4464,Veerendra Singh,17-02-1966,M," ? 17,69,658.00 ",1,Graduate Degree,Manual,Y
BB4465,Sheish Jha,27-06-1962,M," ? 23,75,749.00 ",1,Graduate Degree,Manual,Y
BB4466,Ravinder Morya,26-03-1962,M," ? 4,19,196.00 ",1,Graduate Degree,Manual,Y
BB4467,Rahul Ravinder,09-02-1962,M," ? 27,87,620.00 ",1,Graduate Degree,Clerical,Y
BB4468,Ruben Sunwak,13-12-1962,M," ? 10,33,734.00 ",1,Graduate Degree,Clerical,Y
BB4469,Suresh Mehta,23-05-1961,S," ? 34,40,830.00 ",0,Graduate Degree,Clerical,Y
BB4470,Vijay Karan,11-05-1961,M," ? 18,90,359.00 ",1,Graduate Degree,Clerical,Y
BB4471,Rajpal Bhatiya,25-10-1961,M," ? 16,81,114.00 ",1,Graduate Degree,Clerical,Y
BB4472,Chandan Singh,15-02-1935,M," ? 25,83,127.00 ",1,Graduate Degree,Clerical,Y
BB4473,Sriniwash Sarama,10-06-1936,M," ? 30,22,279.00 ",1,Graduate Degree,Clerical,Y
BB4474,Shreeniwas Sharma,19-05-1962,M," ? 15,20,557.00 ",4,Graduate Degree,Clerical,Y
BB4475,Vijay Pal Sani,19-08-1958,M," ? 21,19,188.00 ",1,Bachelors,Manual,Y
BB4476,Shree Tulsi Ram,11-08-1958,M," ? 9,67,727.00 ",1,Bachelors,Manual,Y
BB4477,Kamal Kumar,03-09-1955,M," ? 5,74,238.00 ",1,Bachelors,Clerical,Y
BB4478,Atul Dixit,09-04-1940,S," ? 29,32,870.00 ",0,Partial College,Manual,Y
BB4479,Sanjeev Kumar Gupta,14-10-1940,S," ? 20,87,592.00 ",0,Bachelors,Clerical,Y
BB4480,Kaari Tafseer Alam,28-02-1941,M," ? 6,78,025.00 ",1,Partial College,Manual,Y
BB4481,Prankur Dobhal Or Monu,27-06-1942,M," ? 19,19,063.00 ",1,Partial College,Manual,Y
BB4482,Keshav Bhati,13-04-1942,M," ? 2,71,180.00 ",1,Partial College,Manual,Y
BB4483,Bhrat Singh,13-02-1942,M," ? 34,82,694.00 ",1,Partial College,Manual,Y
BB4484,Indresh Kumar,13-05-1942,M," ? 23,64,510.00 ",1,Bachelors,Clerical,Y
BB4485,Ajay Ankit,27-08-1943,M," ? 33,10,270.00 ",3,Partial College,Manual,Y
BB4486,Arun Kumar Jain,19-11-1943,S," ? 33,47,797.00 ",0,Partial College,Manual,Y
BB4487,Sunny Mann,04-04-1980,M," ? 26,64,995.00 ",0,Partial College,Manual,N
BB4488,Sabbab Hussain,03-09-1980,M," ? 32,68,134.00 ",0,Partial College,Manual,N
BB4489,Rupan Singh,08-01-1970,M," ? 27,17,938.00 ",1,Bachelors,Skilled Manual,Y
BB4490,Ram Narain,02-08-1970,M," ? 10,76,444.00 ",1,Bachelors,Skilled Manual,Y
BB4491,Sarwan Kumar,10-11-1970,M," ? 2,72,935.00 ",1,Bachelors,Skilled Manual,Y
BB4492,Sameem Ahmed,28-10-1970,M," ? 17,42,185.00 ",1,Graduate Degree,Professional,Y
BB4493,Pappu Kumar,21-02-1970,M," ? 26,73,272.00 ",1,Graduate Degree,Professional,Y
BB4494,Bhola Dutt Maithani,08-03-1969,S," ? 25,82,578.00 ",0,Bachelors,Skilled Manual,Y
BB4495,Bhudhi Prakash Gahlot,18-10-1969,S," ? 2,65,722.00 ",0,Bachelors,Skilled Manual,Y
BB4496,Shubham Mangvar,15-04-1969,S," ? 18,31,530.00 ",0,Bachelors,Skilled Manual,N
BB4497,Manoj Sharma,02-05-1969,M," ? 26,28,312.00 ",2,Bachelors,Skilled Manual,Y
BB4498,Chet Ram,18-10-1969,S," ? 14,66,814.00 ",0,Bachelors,Skilled Manual,Y
BB4499,Hazi Abdul Samad,01-11-1969,S," ? 5,32,178.00 ",0,Graduate Degree,Professional,Y
BB4500,Kalu Surjan,11-08-1969,S," ? 4,90,867.00 ",0,Graduate Degree,Professional,Y
BB4501,Sh Prem Singh,19-08-1971,M," ? 33,74,072.00 ",1,Graduate Degree,Professional,Y
BB4502,Shyam Singh,21-08-1971,M," ? 31,78,674.00 ",1,Graduate Degree,Professional,Y
BB4503,Shaikh Ajamat,23-07-1971,M," ? 12,14,198.00 ",2,Graduate Degree,Professional,Y
BB4504,Pera Chandra,25-08-1971,S," ? 4,79,899.00 ",0,Graduate Degree,Professional,Y
BB4505,Ravi Soni,08-02-1971,M," ? 21,97,883.00 ",2,Graduate Degree,Professional,Y
BB4506,Manit Kumar,08-05-1971,M," ? 11,87,797.00 ",3,Graduate Degree,Professional,Y
BB4507,Lallu Yadav,20-06-1971,M," ? 34,68,320.00 ",1,Graduate Degree,Professional,Y
BB4508,Ashish Dixit,19-11-1969,M," ? 20,74,162.00 ",1,Graduate Degree,Professional,Y
BB4509,Tushar Singh,23-09-1969,M," ? 13,39,892.00 ",1,Graduate Degree,Professional,Y
BB4510,Neeraj Kalra,09-09-1969,S," ? 14,45,267.00 ",0,Graduate Degree,Professional,Y
BB4511,Busness Gupta,27-03-1969,M," ? 12,99,771.00 ",1,Graduate Degree,Professional,Y
BB4512,Sorabh Aggarwal,26-07-1968,S," ? 18,38,626.00 ",0,Bachelors,Skilled Manual,Y
BB4513,Bhagwana Ram,03-02-1968,S," ? 26,60,741.00 ",0,Bachelors,Skilled Manual,N
BB4514,Inder Pal,23-04-1968,S," ? 8,69,941.00 ",0,Bachelors,Skilled Manual,Y
BB4515,Lakhan Chottu,19-10-1968,S," ? 10,83,301.00 ",0,Bachelors,Skilled Manual,Y
BB4516,Gantantra Mittal,19-09-1968,M," ? 22,87,818.00 ",2,Bachelors,Skilled Manual,Y
BB4517,Jishan Rehman,14-11-1968,S," ? 5,74,453.00 ",0,Bachelors,Skilled Manual,N
BB4518,Md Kamruddin,18-05-1967,M," ? 25,88,767.00 ",5,High School,Skilled Manual,Y
BB4519,Sunil Dutt,08-09-1967,S," ? 19,70,916.00 ",0,High School,Skilled Manual,Y
BB4520,Anjan Jha,05-03-1967,M," ? 21,42,624.00 ",0,Bachelors,Professional,N
BB4521,Parveen Punit,08-02-1970,M," ? 3,83,163.00 ",1,Graduate Degree,Professional,Y
BB4522,Chander Prakash Sonu,25-01-1970,M," ? 22,27,066.00 ",4,Graduate Degree,Professional,Y
BB4523,Jagdamba Prashad,21-06-1970,M," ? 10,77,163.00 ",4,Graduate Degree,Professional,Y
BB4524,Albaksha Ilu,19-10-1967,S," ? 15,23,615.00 ",0,Bachelors,Professional,N
BB4525,Shivraj Sain,26-08-1967,S," ? 24,94,191.00 ",0,Bachelors,Skilled Manual,Y
BB4526,Sube Singh,02-04-1967,S," ? 16,23,571.00 ",0,Bachelors,Skilled Manual,N
BB4527,Viraj Rana,07-02-1967,S," ? 7,29,374.00 ",0,Bachelors,Skilled Manual,N
BB4528,Karan Chauhan,27-03-1966,S," ? 27,89,924.00 ",0,Graduate Degree,Professional,Y
BB4529,Samsung S Singh,28-09-1966,M," ? 11,58,639.00 ",0,Graduate Degree,Professional,Y
BB4530,Kuldeep Sonu,08-08-1966,M," ? 2,61,324.00 ",0,Graduate Degree,Professional,Y
BB4531,Manak Lal,23-02-1966,M," ? 11,75,288.00 ",0,Graduate Degree,Professional,Y
BB4532,Kmles Kumar,24-10-1966,M," ? 10,97,719.00 ",5,Graduate Degree,Professional,Y
BB4533,Sudesh Kumar,11-02-1969,M," ? 14,74,385.00 ",2,Graduate Degree,Professional,Y
BB4534,Vijay Shing,01-08-1969,M," ? 34,42,977.00 ",5,Graduate Degree,Professional,Y
BB4535,Master Hansraj,20-10-1969,S," ? 27,21,204.00 ",0,Graduate Degree,Professional,Y
BB4536,Mohamad Umar,19-05-1969,S," ? 11,20,926.00 ",0,Graduate Degree,Professional,Y
BB4537,Narain Dass Khurana,10-04-1969,M," ? 34,83,179.00 ",5,Graduate Degree,Professional,Y
BB4538,Praveen Bharti,18-10-1969,M," ? 26,18,201.00 ",5,Graduate Degree,Professional,Y
BB4539,Deepak Pankaj,22-01-1969,S," ? 3,41,426.00 ",0,Graduate Degree,Professional,Y
BB4540,Mangi Lal,12-09-1969,M," ? 25,59,484.00 ",3,Graduate Degree,Professional,Y
BB4541,Subhash Lal,10-11-1921,M," ? 9,82,443.00 ",4,Partial High School,Clerical,N
BB4542,Hari Ram Sani,19-06-1965,S," ? 16,41,276.00 ",0,Bachelors,Professional,N
BB4543,Akaash Singh,25-05-1965,S," ? 23,41,130.00 ",0,Bachelors,Skilled Manual,Y
BB4544,Abhay Pratap,07-09-1965,M," ? 13,08,538.00 ",0,Graduate Degree,Professional,Y
BB4545,Gajendra Mehta,08-02-1964,S," ? 2,71,271.00 ",0,Bachelors,Professional,Y
BB4546,Ahsan Khan,15-09-1964,M," ? 26,36,826.00 ",4,Bachelors,Skilled Manual,Y
BB4547,Satish Sindhi,12-02-1964,S," ? 4,11,740.00 ",0,Bachelors,Skilled Manual,Y
BB4548,Abash Rajan Jha,19-06-1964,S," ? 26,91,968.00 ",0,Bachelors,Skilled Manual,N
BB4549,Sanjay Kumar Kukreja,08-04-1964,S," ? 30,26,123.00 ",0,Bachelors,Skilled Manual,N
BB4550,Sushant Gupta,07-04-1963,M," ? 15,09,450.00 ",4,Bachelors,Professional,Y
BB4551,Salman Khan,05-07-1963,M," ? 13,50,723.00 ",4,Bachelors,Professional,Y
BB4552,Rakesh Kumar Soni,03-04-1963,S," ? 25,95,404.00 ",0,Bachelors,Professional,N
BB4553,Sahadeb Bhuniya,14-06-1963,M," ? 4,62,299.00 ",4,Bachelors,Professional,Y
BB4554,Kailash Chand Jain,04-02-1963,S," ? 2,76,699.00 ",0,Bachelors,Professional,Y
BB4555,Rajender Singh,09-09-1968,S," ? 24,95,535.00 ",0,Bachelors,Professional,N
BB4556,Satya Prakesh Malani,22-09-1963,S," ? 16,31,926.00 ",0,Bachelors,Professional,Y
BB4557,Sahkir Kahan,01-11-1963,M," ? 21,85,114.00 ",4,Bachelors,Professional,Y
BB4558,Rajesh Aggarwal,13-08-1963,M," ? 8,58,841.00 ",3,Graduate Degree,Professional,Y
BB4559,Md Shahid,23-01-1963,M," ? 30,08,599.00 ",3,Graduate Degree,Professional,Y
BB4560,Lakshmi Shah,28-08-1963,S," ? 5,53,657.00 ",0,Graduate Degree,Professional,N
BB4561,Suraj Sharma,23-01-1962,S," ? 19,04,524.00 ",0,Bachelors,Professional,N
BB4562,Ranjay Pandit,08-04-1962,S," ? 32,53,445.00 ",0,Bachelors,Professional,N
BB4563,Laxmi Shah,07-04-1962,S," ? 12,34,329.00 ",0,Bachelors,Professional,N
BB4564,Pradeep Yadav,22-04-1962,S," ? 18,09,060.00 ",0,Bachelors,Professional,N
BB4565,Veepal Singh,26-03-1962,S," ? 32,75,787.00 ",0,Bachelors,Professional,Y
BB4566,Ram Kumar Sharma,14-12-1962,M," ? 14,40,017.00 ",1,Partial College,Skilled Manual,Y
BB4567,Tuka Ram,10-02-1961,M," ? 11,80,581.00 ",4,High School,Skilled Manual,Y
BB4568,Budh Ram Budharam,21-05-1961,M," ? 15,97,306.00 ",4,High School,Skilled Manual,Y
BB4569,Manoj Patra,06-10-1961,M," ? 11,43,679.00 ",1,Partial College,Skilled Manual,Y
BB4570,Vishva Nath,12-09-1960,M," ? 32,73,161.00 ",4,High School,Skilled Manual,Y
BB4571,Bharat Goel,06-06-1967,S," ? 30,94,037.00 ",0,Partial College,Skilled Manual,N
BB4572,Chaman Prakash,21-05-1967,S," ? 23,13,543.00 ",0,Partial College,Skilled Manual,N
BB4573,Rupinder Singh,06-07-1967,S," ? 33,97,193.00 ",0,Partial College,Skilled Manual,Y
BB4574,Sushil Pintu,01-07-1967,S," ? 20,04,182.00 ",0,Partial College,Skilled Manual,N
BB4575,Chetram Gurjar,11-06-1967,S," ? 26,59,761.00 ",0,Graduate Degree,Professional,N
BB4576,Anjrej Kalu,02-09-1967,S," ? 29,71,223.00 ",0,Graduate Degree,Professional,N
BB4577,Subham Sahu,23-10-1960,M," ? 24,09,241.00 ",1,Partial College,Skilled Manual,Y
BB4578,Vishnu Parshad Sharma,15-05-1960,M," ? 20,61,352.00 ",1,Partial College,Skilled Manual,Y
BB4579,Vithal Lal,14-08-1960,M," ? 14,16,614.00 ",1,Partial College,Skilled Manual,Y
BB4580,Mukesh Panjara,01-04-1960,M," ? 32,38,431.00 ",1,Partial College,Skilled Manual,Y
BB4581,Dulal Haldhar,26-05-1959,M," ? 25,81,947.00 ",5,Bachelors,Professional,Y
BB4582,Ankesh Tiwari,21-03-1959,M," ? 18,71,652.00 ",5,Bachelors,Professional,Y
BB4583,Deepak Jha,28-01-1959,S," ? 6,27,580.00 ",0,Bachelors,Professional,Y
BB4584,Aasha Ray,21-10-1959,S," ? 3,53,486.00 ",0,Bachelors,Professional,Y
BB4585,Chabi Lal,14-07-1959,M," ? 11,88,540.00 ",4,Bachelors,Professional,Y
BB4586,Ramchandra Od,25-02-1959,M," ? 27,46,917.00 ",4,Bachelors,Professional,N
BB4587,Dinesh Pal,07-02-1959,S," ? 27,65,534.00 ",0,Graduate Degree,Professional,Y
BB4588,Syham Singh,25-09-1959,M," ? 23,27,625.00 ",2,Graduate Degree,Professional,Y
BB4589,Shahid Kha,24-06-1959,M," ? 23,75,769.00 ",4,Graduate Degree,Professional,Y
BB4590,Jagan Nath,11-01-1958,M," ? 31,66,003.00 ",1,Partial College,Skilled Manual,Y
BB4591,Gaurav Golu,26-02-1958,M," ? 22,33,561.00 ",1,Partial College,Skilled Manual,Y
